PWS.ID,Primary.Source,Service.Connections.Count,Longitude,Latitude,Population.2016,Population.2021,Population.Change,Maximum.contaminant.levels.violation,Treatment.technique.violation,Health.violation,Monitoring.and.reporting.violation,SAFER.STATUS,Physical_Consolidation_Type,Physical_Cluster_Number,Managerial_Consolidation_Type,Managerial_Cluster_Number
CA1210013,Ground water,206,-124.04761113098778,40.82076970528362,80000,680,-0.9915,0.0,0.0,0.0,0.0,Not Assessed,No_Consolidation,388,No_Consolidation,780
CA1200592,Ground water,42,-124.13380074504164,41.155241926600034,140,112,-0.2,0.0,0.0,0.0,0.0,Not At-Risk,Balanced_Merger,179,Joint_Merger,70
CA4310009,Purchased water,19377,-122.14648836882652,37.391369090312494,66932,69397,0.0368284228769497,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,389,Direct_Acquisition,616
CA1000298,Ground water,172,-119.79065991736076,36.873172147193976,300,300,0.0,0.0,0.0,0.0,0.0,Potentially At-Risk,Balanced_Merger,198,Joint_Merger,68
CA1210015,Ground water,931,-123.6303194357929,40.96608878591568,2500,1710,-0.316,0.0,1.0,1.0,0.0,Not At-Risk,No_Consolidation,390,No_Consolidation,781
CA3510001,Purchased water,7561,-121.40476727484784,36.86070426490559,36108,23358,-0.3531073446327684,2.0,0.0,2.0,0.0,Not At-Risk,No_Consolidation,391,Direct_Acquisition,316
CA3710016,Purchased water,8317,-117.16750349968898,33.3422130944266,19611,21841,0.1137116924175207,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,392,No_Consolidation,782
CA1700609,Surface water,24,-122.59843205445944,38.69656651908792,73,73,0.0,10.0,2.0,12.0,10.0,Failing,No_Consolidation,393,Direct_Acquisition,405
CA3610049,Ground water,7437,-116.09014146523596,34.1669944501835,18600,18795,0.0104838709677419,0.0,0.0,0.0,0.0,Potentially At-Risk,No_Consolidation,394,No_Consolidation,783
CA2701241,Ground water,9,-121.48833645656914,36.62676204005288,41,91,1.2195121951219512,22.0,0.0,22.0,0.0,Failing,No_Consolidation,395,Balanced_Merger,283
CA3710004,Purchased water,1866,-117.26247354673627,32.963491189142445,4199,4268,0.0164324839247439,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,396,No_Consolidation,784
CA3010023,Purchased water,26365,-117.89340422708776,33.59685706391923,64465,67134,0.0414023113317304,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,397,No_Consolidation,785
CA3710008,Purchased water,9132,-117.26283754872146,33.407673159415715,34096,35237,0.0334643359924917,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,398,Balanced_Merger,169
CA5805001,Ground water,2669,-121.55658039768824,39.02499579990358,6600,8807,0.3343939393939394,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,399,Balanced_Merger,702
CA5810003,Ground water,4765,-121.55218602701052,39.06543324562397,13738,15579,0.1340078614063182,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,400,Balanced_Merger,702
CA4310005,Purchased water,16479,-121.89852319687978,37.43248243165194,72606,74865,0.0311131311461862,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,401,Direct_Acquisition,391
CA4700880,Surface water,83,-122.32407796046918,41.284678867790085,100,100,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,402,Direct_Acquisition,157
CA1300018,Surface water,48,-115.38545488955496,32.68421094769068,1800,1800,0.0,2.0,0.0,2.0,0.0,Potentially At-Risk,No_Consolidation,403,No_Consolidation,786
CA4300563,Purchased water,90,-121.7635042494463,37.34134034759707,300,300,0.0,0.0,0.0,0.0,1.0,Not At-Risk,No_Consolidation,404,Direct_Acquisition,315
CA3910009,Ground water,292,-121.42419357908253,38.22589385194391,957,1033,0.0794148380355277,0.0,0.0,0.0,0.0,At-Risk,No_Consolidation,405,No_Consolidation,787
CA3901348,Ground water,355,-121.40584757610836,37.70280832624668,50,1172,22.44,0.0,0.0,0.0,0.0,Not Assessed,No_Consolidation,406,Direct_Acquisition,454
CA3910002,Purchased water,558,-121.33438190840052,38.02469701200083,1851,1953,0.0551053484602917,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,407,Balanced_Merger,450
CA4200924,Ground water,20,-120.09386437806188,34.48047164755644,40,40,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,408,No_Consolidation,788
CA3910014,Ground water,329,-121.2125852139322,37.83024181184937,1086,1082,-0.003683241252302,0.0,0.0,0.0,0.0,Failing,No_Consolidation,409,Direct_Acquisition,540
CA3910017,Ground water,1151,-121.31328216548374,37.809602219987546,3640,3800,0.0439560439560439,0.0,0.0,0.0,0.0,Not At-Risk,Balanced_Merger,262,Balanced_Merger,487
CA3910024,Ground water,258,-121.25133724104704,38.04728254046923,861,903,0.048780487804878,0.0,0.0,0.0,0.0,Not At-Risk,Balanced_Merger,158,Balanced_Merger,144
CA3910010,Purchased water,1815,-121.33598316441974,38.00519410162363,5865,5990,0.021312872975277,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,410,Balanced_Merger,450
CA4410011,Surface water,14474,-121.77768912344766,36.9422092107729,65739,65384,-0.0054001429897016,0.0,0.0,0.0,0.0,Potentially At-Risk,No_Consolidation,411,Direct_Acquisition,379
CA4900513,Ground water,23,-122.72941181902608,38.33129556787094,95,76,-0.2,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,412,Direct_Acquisition,634
CA3610034,Purchased water,38846,-117.60767486142278,34.038349184731935,167382,185010,0.1053159837975409,0.0,0.0,0.0,0.0,Not Assessed,No_Consolidation,413,No_Consolidation,789
CA2100549,Ground water,10,-122.88008898102042,38.25247427347449,35,35,0.0,0.0,0.0,0.0,1.0,Not At-Risk,No_Consolidation,414,No_Consolidation,790
CA3410016,Purchased water,5684,-121.22123339641608,38.684828066061925,15200,18005,0.1845394736842105,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,415,Balanced_Merger,384
CA4900608,Ground water,22,-123.0151764548598,38.78860273395491,66,66,0.0,0.0,1.0,1.0,0.0,Failing,Balanced_Merger,261,Direct_Acquisition,218
CA0800548,Ground water,59,-124.04149916722464,41.53022480068914,100,100,0.0,0.0,1.0,1.0,0.0,Not At-Risk,No_Consolidation,416,Balanced_Merger,180
CA3010042,Purchased water,12347,-117.72632503884633,33.492928615440846,1000000,34232,-0.965768,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,417,No_Consolidation,791
CA2701046,Ground water,42,-121.37638139314302,36.45853078348443,126,126,0.0,0.0,0.0,0.0,3.0,Not At-Risk,Balanced_Merger,243,Balanced_Merger,529
CA4110020,Ground water,692,-122.14714919704288,37.46768115603914,2500,2900,0.16,1.0,0.0,1.0,1.0,Potentially At-Risk,Direct_Acquisition,31,Balanced_Merger,255
CA1700589,Ground water,24,-123.01285487924454,39.16971396558704,38,32,-0.1578947368421052,0.0,0.0,0.0,0.0,At-Risk,Balanced_Merger,255,Balanced_Merger,706
CA5403113,Ground water,39,-118.90282742842643,36.429325824141216,76,92,0.2105263157894736,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,418,Balanced_Merger,440
CA4900647,Surface water,136,-123.0677816976444,38.386296571985,370,435,0.1756756756756756,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,419,Balanced_Merger,505
CA4910008,Ground water,1253,-122.92040080891334,38.49823499917668,3509,4150,0.1826731262467939,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,420,Direct_Acquisition,722
CA4300997,Purchased water,300,-122.05250809016532,37.41788436304466,5300,5300,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,421,Direct_Acquisition,725
CA5210004,Ground water,4870,-122.2380505638916,40.17027041563829,14076,14076,0.0,0.0,0.0,0.0,1.0,Potentially At-Risk,Direct_Acquisition,124,Direct_Acquisition,249
CA3600504,Ground water,25,-116.16386594492832,34.72443998766457,500,500,0.0,38.0,0.0,38.0,1.0,Failing,No_Consolidation,422,No_Consolidation,792
CA3600156,Ground water,69,-116.96883964245433,34.44330110682304,275,275,0.0,0.0,0.0,0.0,1.0,Not At-Risk,Balanced_Merger,258,Balanced_Merger,481
CA3600196,Ground water,120,-116.49851815149958,34.15518676583759,625,400,-0.36,33.0,0.0,33.0,0.0,Not At-Risk,No_Consolidation,423,No_Consolidation,793
CA3600226,Ground water,84,-116.55723742677976,34.06556062969788,450,450,0.0,21.0,0.0,21.0,0.0,Failing,No_Consolidation,424,Balanced_Merger,721
CA3600114,Ground water,165,-116.5566785169231,34.081631813773214,695,695,0.0,24.0,0.0,24.0,0.0,Failing,No_Consolidation,425,Balanced_Merger,721
CA3600220,Ground water,147,-117.3339242201866,34.59703993300562,700,544,-0.2228571428571428,0.0,0.0,0.0,0.0,Potentially At-Risk,No_Consolidation,426,No_Consolidation,794
CA3310047,Ground water,969,-116.79197681262592,33.92602588814137,2535,2588,0.0209072978303747,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,427,No_Consolidation,795
CA3200150,Ground water,113,-121.10388364454224,40.27667309586872,250,250,0.0,0.0,0.0,0.0,0.0,Not Assessed,Balanced_Merger,260,Balanced_Merger,162
CA5710004,Ground water,287,-121.7217709189336,38.79743813093511,1300,1300,0.0,4.0,0.0,4.0,0.0,At-Risk,No_Consolidation,428,Balanced_Merger,723
CA3600008,Ground water,218,-117.15955098494126,34.45027597644916,693,729,0.0519480519480519,0.0,0.0,0.0,1.0,Not At-Risk,No_Consolidation,429,Balanced_Merger,664
CA2701452,Ground water,124,-121.65968309557374,36.836426527130335,280,243,-0.1321428571428571,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,430,Balanced_Merger,118
CA3601182,Ground water,1,-117.45791844823532,34.547563416663216,300,300,0.0,0.0,0.0,0.0,0.0,Potentially At-Risk,No_Consolidation,431,Direct_Acquisition,724
CA4900561,Ground water,160,-122.80362881679804,38.43563484350087,350,350,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,432,Direct_Acquisition,194
CA2210851,Ground water,8,-120.048702805184,37.53575291230194,110,71,-0.3545454545454545,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,433,No_Consolidation,796
CA5602115,Purchased water,92,-119.17639545017246,34.15625250327105,368,368,0.0,0.0,0.0,0.0,0.0,Potentially At-Risk,Balanced_Merger,264,Balanced_Merger,518
CA3600009,Ground water,296,-117.1723181642018,34.421723877742004,917,986,0.0752453653217012,0.0,0.0,0.0,0.0,Not At-Risk,Balanced_Merger,265,Balanced_Merger,664
CA5601137,Purchased water,27,-119.4340790246156,34.38319693487625,25,25,0.0,1.0,0.0,1.0,5.0,At-Risk,No_Consolidation,434,Direct_Acquisition,647
CA5601119,Purchased water,95,-119.2191373517043,34.44446128233144,274,323,0.1788321167883211,0.0,0.0,0.0,4.0,Not At-Risk,No_Consolidation,435,Balanced_Merger,496
CA1700657,Ground water,25,-122.72845409432004,39.00790643059181,25,25,0.0,0.0,0.0,0.0,1.0,Not At-Risk,No_Consolidation,436,Direct_Acquisition,727
CA0210002,Ground water,863,-120.07198405176425,38.69258836688277,101,7851,76.73267326732673,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,437,No_Consolidation,797
CA3301877,Ground water,18,-117.59776003744716,33.91531399028363,50,50,0.0,0.0,0.0,0.0,1.0,Failing,No_Consolidation,438,Balanced_Merger,541
CA1700561,Ground water,41,-123.006786889178,39.16751698459437,70,80,0.1428571428571428,0.0,0.0,0.0,0.0,Not At-Risk,Joint_Merger,13,Joint_Merger,45
CA4900669,Ground water,25,-122.76832673231785,38.347907717983546,70,82,0.1714285714285714,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,439,Balanced_Merger,728
CA5400728,Ground water,99,-118.61866467894784,36.136700216579946,30,94,2.1333333333333333,0.0,0.0,0.0,1.0,Not At-Risk,Balanced_Merger,239,Balanced_Merger,219
CA3310022,Ground water,14314,-116.91136822443764,33.739192349500094,50001,52913,0.0582388352232955,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,440,Direct_Acquisition,203
CA3310052,Ground water,307,-116.61244742403922,33.6000080147387,402,709,0.763681592039801,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,441,Balanced_Merger,586
CA5610010,Ground water,518,-119.15841504552805,34.24054560026066,2000,1716,-0.142,0.0,0.0,0.0,0.0,At-Risk,Balanced_Merger,196,Balanced_Merger,308
CA5610040,Purchased water,20211,-118.93141130068952,34.18772615100463,61206,69828,0.1408685422997745,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,442,No_Consolidation,798
CA5610081,Purchased water,621,-119.06526628859356,34.25085994853108,1800,2049,0.1383333333333333,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,443,Direct_Acquisition,478
CA5710006,Ground water,16767,-121.76494239590625,38.67642738041905,56464,60978,0.0799447435534145,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,444,Direct_Acquisition,729
CA1000345,Surface water,46,-120.66067815999374,36.83408755072224,146,146,0.0,20.0,4.0,24.0,2.0,Failing,No_Consolidation,445,No_Consolidation,799
CA1400099,Ground water,24,-118.059035790327,36.58039870967172,53,53,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,446,Direct_Acquisition,388
CA1910067,Surface water,725246,-118.40729850416304,34.11508605494438,3987622,4041284,0.0134571431294139,0.0,1.0,1.0,0.0,Not Assessed,No_Consolidation,447,Direct_Acquisition,695
CA1400155,Ground water,12,-118.55765197538724,37.43715508939108,49,32,-0.3469387755102041,0.0,0.0,0.0,1.0,At-Risk,No_Consolidation,448,No_Consolidation,800
CA1900555,Surface water,19,-118.45436985242732,34.585416373213334,20,20,0.0,0.0,0.0,0.0,0.0,At-Risk,Balanced_Merger,263,Joint_Merger,53
CA1900542,Surface water,16,-118.44909833364136,34.592318129646365,32,41,0.28125,0.0,0.0,0.0,0.0,At-Risk,Balanced_Merger,263,Joint_Merger,53
CA4300521,Purchased water,43,-121.93670116176352,37.21779876204295,145,142,-0.0206896551724137,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,449,Balanced_Merger,430
CA1300009,Ground water,124,-114.63491445078289,32.740068496264314,660,660,0.0,0.0,0.0,0.0,5.0,Failing,No_Consolidation,450,No_Consolidation,801
CA5100107,Ground water,94,-121.7036276834056,38.87013810573284,350,339,-0.0314285714285714,17.0,0.0,17.0,2.0,Failing,No_Consolidation,451,Balanced_Merger,723
CA5710009,Ground water,686,-121.77641890051744,38.534049576764026,40185,48828,0.2150802538260545,0.0,0.0,0.0,0.0,Not Assessed,No_Consolidation,452,Balanced_Merger,593
CA3301502,Ground water,19,-116.58731925831351,33.5753546558765,30,30,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,453,Balanced_Merger,586
CA3301294,Ground water,49,-117.49568396067262,33.75512190596432,950,653,-0.3126315789473684,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,454,Direct_Acquisition,726
CA1502670,Ground water,72,-118.61984585991335,35.12022588879255,240,240,0.0,0.0,0.0,0.0,3.0,At-Risk,No_Consolidation,455,Direct_Acquisition,661
CA4900570,Ground water,113,-122.9659062161464,38.78155414577476,340,250,-0.2647058823529412,0.0,0.0,0.0,0.0,Potentially At-Risk,No_Consolidation,456,Balanced_Merger,471
CA1910159,Ground water,1184,-118.17954179232098,33.96330783323874,14000,14000,0.0,0.0,0.0,0.0,1.0,At-Risk,No_Consolidation,457,Balanced_Merger,279
CA1200729,Surface water,167,-123.53594676899608,41.30175863729879,430,636,0.4790697674418605,1.0,0.0,1.0,0.0,At-Risk,No_Consolidation,458,Balanced_Merger,482
CA1010035,Ground water,312,-119.59288936762208,36.6588290107927,1500,1500,0.0,0.0,0.0,0.0,0.0,Failing,No_Consolidation,459,Direct_Acquisition,317
CA1900055,Ground water,20,-118.0305526601678,34.50405779359192,40,40,0.0,0.0,0.0,0.0,0.0,Potentially At-Risk,No_Consolidation,460,No_Consolidation,802
CA1500393,Ground water,85,-118.26978379641598,35.66379556605487,238,238,0.0,34.0,0.0,34.0,1.0,Failing,No_Consolidation,461,Balanced_Merger,672
CA4700513,Ground water,147,-122.55924549809744,41.90668917082669,280,280,0.0,0.0,3.0,3.0,0.0,At-Risk,No_Consolidation,462,No_Consolidation,803
CA1610004,Ground water,3442,-119.56927770880796,36.09461380352982,24813,21835,-0.1200177326401483,0.0,0.0,0.0,0.0,At-Risk,No_Consolidation,463,No_Consolidation,804
CA5200546,Ground water,24,-122.22105588616988,40.18673972555256,70,140,1.0,0.0,0.0,0.0,0.0,At-Risk,Balanced_Merger,82,Joint_Merger,62
CA5400816,Ground water,66,-119.26518460917292,36.322738966165055,155,155,0.0,0.0,0.0,0.0,1.0,Not At-Risk,No_Consolidation,464,Direct_Acquisition,644
CA3900586,Ground water,22,-121.26225149556204,38.20529487566068,50,50,0.0,0.0,0.0,0.0,0.0,At-Risk,No_Consolidation,465,Direct_Acquisition,554
CA1910018,Purchased water,1826,-118.12375342613748,33.892899756045665,5967,5967,0.0,0.0,0.0,0.0,0.0,Not At-Risk,Balanced_Merger,245,Balanced_Merger,238
CA2300731,Ground water,50,-123.15990664536116,39.13347981873208,200,200,0.0,0.0,0.0,0.0,1.0,At-Risk,Direct_Acquisition,233,Direct_Acquisition,659
CA2000511,Ground water,20,-120.29369938426662,37.08957264077067,45,45,0.0,0.0,0.0,0.0,0.0,At-Risk,No_Consolidation,466,Direct_Acquisition,715
CA2710016,Ground water,705,-121.15037591589928,36.17756839720138,2303,2327,0.0104211897524967,0.0,0.0,0.0,2.0,Not At-Risk,No_Consolidation,467,Balanced_Merger,673
CA4910011,Ground water,2953,-122.8276996710623,38.39995403032719,7507,7786,0.0371653123751165,0.0,0.0,0.0,0.0,Potentially At-Risk,No_Consolidation,468,Direct_Acquisition,194
CA0410001,Ground water,715,-121.7678276453785,39.36908047453736,1805,1805,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,469,Balanced_Merger,656
CA2801020,Ground water,11,-122.2958868847267,38.31120701950552,30,30,0.0,0.0,0.0,0.0,6.0,Potentially At-Risk,No_Consolidation,470,Direct_Acquisition,720
CA5010021,Ground water,1674,-120.79894968327868,37.52488238020108,3225,5189,0.6089922480620155,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,471,Direct_Acquisition,298
CA5410801,Ground water,99,-118.98423325758958,36.03849504349847,1734,1327,-0.234717416378316,0.0,0.0,0.0,1.0,At-Risk,Balanced_Merger,240,Direct_Acquisition,220
CA3610008,Ground water,6150,-116.82734256086256,34.25328161350725,12411,12537,0.0101522842639593,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,472,Direct_Acquisition,409
CA4500012,Ground water,27,-122.31246276136687,40.55721578702718,92,89,-0.0326086956521739,0.0,0.0,0.0,1.0,Not At-Risk,No_Consolidation,473,Direct_Acquisition,294
CA3600152,Ground water,95,-117.26137346291186,34.05187008139953,10500,8500,-0.1904761904761904,0.0,0.0,0.0,1.0,Not At-Risk,No_Consolidation,474,Balanced_Merger,343
CA3600071,Ground water,29,-117.63971162071248,34.60773817291388,63,63,0.0,0.0,0.0,0.0,4.0,Failing,No_Consolidation,475,No_Consolidation,805
CA4300551,Ground water,79,-121.9438885389266,37.224396192455885,220,220,0.0,0.0,0.0,0.0,2.0,Not At-Risk,No_Consolidation,476,Balanced_Merger,430
CA5110007,Ground water,1080,-121.75101144121427,39.16334815467793,2904,2904,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,477,No_Consolidation,806
CA2010001,Ground water,4053,-120.24969752047006,37.11836702642065,13018,13374,0.027346750652942,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,478,Direct_Acquisition,715
CA2700731,Ground water,27,-121.6582638548154,36.54362450060819,62,62,0.0,0.0,0.0,0.0,0.0,Not At-Risk,Balanced_Merger,253,Balanced_Merger,705
CA3601045,Ground water,98,-117.1652603864582,34.47359352432289,150,150,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,479,Balanced_Merger,664
CA3301512,Ground water,82,-116.45324726784672,33.590538099878835,160,160,0.0,0.0,0.0,0.0,0.0,At-Risk,No_Consolidation,480,Balanced_Merger,133
CA4900580,Ground water,55,-122.64869865912688,38.37068936723215,130,181,0.3923076923076923,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,481,Balanced_Merger,302
CA1510012,Ground water,3151,-118.91679045778544,35.24864941827539,19057,19057,0.0,5.0,0.0,5.0,0.0,Failing,No_Consolidation,482,Direct_Acquisition,546
CA1500543,Ground water,16,-119.1821671217305,35.36704934615673,42,60,0.4285714285714285,0.0,0.0,0.0,0.0,At-Risk,Balanced_Merger,79,Joint_Merger,42
CA3600070,Ground water,50,-116.95149247995754,34.44381055295406,1000,662,-0.338,0.0,0.0,0.0,1.0,Not At-Risk,Balanced_Merger,258,Balanced_Merger,481
CA2000551,Ground water,83,-119.52146203469158,37.29403905637585,200,200,0.0,31.0,0.0,31.0,1.0,Failing,No_Consolidation,483,No_Consolidation,807
CA2000865,Ground water,25,-119.5730455529012,37.25374777190041,75,75,0.0,0.0,0.0,0.0,0.0,Failing,No_Consolidation,484,Balanced_Merger,716
CA2000849,Ground water,38,-119.72001521175316,37.35633446955211,150,150,0.0,0.0,0.0,0.0,0.0,At-Risk,No_Consolidation,485,Joint_Merger,33
CA2000552,Ground water,66,-119.57272429617366,37.27312789583551,150,150,0.0,9.0,0.0,9.0,1.0,Failing,No_Consolidation,486,Balanced_Merger,716
CA2000851,Ground water,27,-119.71963484536316,37.219757848425736,150,150,0.0,0.0,0.0,0.0,0.0,Failing,Balanced_Merger,257,Balanced_Merger,539
CA2000690,Ground water,127,-119.67910243365436,37.19478777911139,375,375,0.0,0.0,0.0,0.0,0.0,Failing,No_Consolidation,487,Balanced_Merger,539
CA2000757,Ground water,85,-119.68775520594754,37.2488573074041,300,300,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,488,Balanced_Merger,266
CA2000561,Ground water,75,-119.50896664107816,37.228844156571306,264,264,0.0,8.0,0.0,8.0,2.0,Failing,No_Consolidation,489,Balanced_Merger,172
CA2000737,Ground water,34,-119.63796143016236,37.31284310965552,100,100,0.0,21.0,0.0,21.0,1.0,Failing,No_Consolidation,490,Balanced_Merger,682
CA2000557,Ground water,26,-119.7164270241981,37.350339992844376,100,100,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,491,Joint_Merger,33
CA2000293,Ground water,90,-119.69167376691382,37.36327092006197,300,300,0.0,5.0,0.0,5.0,1.0,At-Risk,No_Consolidation,492,Balanced_Merger,267
